CD_NOM	PLUS_RECENTE_DIFFUSION	CD_NOM_REMPLACEMENT	CD_RAISON_SUPPRESSION	RAISON_SUPPRESSION
150440	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
150509	8.0	620418	1	cd_nom de remplacement à utiliser.
150540	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
150590	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
150593	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
150595	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
150740	4.0	140050	1	cd_nom de remplacement à utiliser.
150748	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
150936	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
151016	7.0	151014	1	cd_nom de remplacement à utiliser.
151135	4.0	151136	1	cd_nom de remplacement à utiliser.
151157	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
151349	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
151472	4.0		1	cd_nom de remplacement à utiliser.
151537	9.0	616973	1	cd_nom de remplacement à utiliser.
151702	8.0	151700	1	cd_nom de remplacement à utiliser.
151721	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
151822	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
151869	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
151897	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
151907	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
151939	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
152031	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
152162	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
152455	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
152573	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
152597	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
152641	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
152679	5.0	152677	1	cd_nom de remplacement à utiliser.
152707	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
152747	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
152766	9.0	152770	1	cd_nom de remplacement à utiliser.
152792	4.0	152786	1	cd_nom de remplacement à utiliser.
152900	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
152917	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
152946	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
152985	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
153093	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
153125	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
153136	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
153236	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
153299	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
153306	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
153312	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
153337	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
153405	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
153426	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
153438	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
153454	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
153488	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
153520	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
153568	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
153644	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
153660	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
153672	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
153685	9.0	613902	1	cd_nom de remplacement à utiliser.
153783	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
153874	4.0	117716	1	cd_nom de remplacement à utiliser.
153931	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
153985	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
154035	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
154073	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
154095	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
154096	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
154097	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
154098	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
154105	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
154107	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
154109	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
154112	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
154114	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
154116	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
154142	5.0	617242	1	cd_nom de remplacement à utiliser.
154155	9.0	161444	1	cd_nom de remplacement à utiliser.
154225	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
154227	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
154279	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
154403	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
154415	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
154441	8.0	148900	1	cd_nom de remplacement à utiliser.
154548	7.0	617035	1	cd_nom de remplacement à utiliser.
154575	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
154613	5.0	613862	1	cd_nom de remplacement à utiliser.
154632	5.0	613883	1	cd_nom de remplacement à utiliser.
154667	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
154737	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
154815	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
154821	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
154845	4.0	136801	1	cd_nom de remplacement à utiliser.
154862	7.0	133868	1	cd_nom de remplacement à utiliser.
154868	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
154923	4.0		1	cd_nom de remplacement à utiliser.
154976	9.0	154977	1	cd_nom de remplacement à utiliser.
154997	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
155008	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
155092	9.0	616502	1	cd_nom de remplacement à utiliser.
155103	4.0	155104	1	cd_nom de remplacement à utiliser.
159484	9.0	110704	1	cd_nom de remplacement à utiliser.
159493	8.0	618975	1	cd_nom de remplacement à utiliser.
159503	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
159508	7.0			
159509	7.0	80048	1	cd_nom de remplacement à utiliser.
159513	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
159519	7.0	80495	1	cd_nom de remplacement à utiliser.
159520	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
159525	7.0			
159533	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
159535	6.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
159540	7.0	131456	1	cd_nom de remplacement à utiliser.
159541	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
159543	7.0	83384	1	cd_nom de remplacement à utiliser.
159545	7.0	83784	1	cd_nom de remplacement à utiliser.
159549	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
159550	7.0	84308	1	cd_nom de remplacement à utiliser.
159553	6.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
159557	7.0	85069	1	cd_nom de remplacement à utiliser.
159559	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
159564	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
159570	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
159573	7.0	87023	1	cd_nom de remplacement à utiliser.
159575	7.0	614200	1	cd_nom de remplacement à utiliser.
159580	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
159584	6.0	88199	1	cd_nom de remplacement à utiliser.
159585	7.0	88654	1	cd_nom de remplacement à utiliser.
159586	6.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
159589	6.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
159593	7.0	89976	1	cd_nom de remplacement à utiliser.
159597	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
159600	8.0	154326	1	cd_nom de remplacement à utiliser.
159614	6.0	93610	1	cd_nom de remplacement à utiliser.
159615	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
159618	6.0	93697	1	cd_nom de remplacement à utiliser.
159620	6.0	94065	1	cd_nom de remplacement à utiliser.
159627	8.0	161239	1	cd_nom de remplacement à utiliser.
159631	7.0	133833	1	cd_nom de remplacement à utiliser.
