CD_NOM	PLUS_RECENTE_DIFFUSION	CD_NOM_REMPLACEMENT	CD_RAISON_SUPPRESSION	RAISON_SUPPRESSION
131869	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
131878	9.0	612002	1	cd_nom de remplacement à utiliser.
131880	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
132032	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
132047	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
132109	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
132149	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
132171	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
132203	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
132250	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
132387	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
132539	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
132627	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
132635	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
132638	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
132893	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
132898	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
132909	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
132979	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
133025	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
133026	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
133041	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
133047	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
133067	8.0	133066	1	cd_nom de remplacement à utiliser.
133137	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
133260	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
133263	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
133308	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
133402	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
133462	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
133491	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
133660	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
133667	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
133679	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
133765	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
133801	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
133839	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
134005	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
134102	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
134202	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
134204	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
134244	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
134248	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
134298	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
134315	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
134333	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
134423	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
134450	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
134542	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
134575	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
134632	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
134656	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
134769	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
134788	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
134817	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
134837	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
134940	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
135016	4.0	135015	1	cd_nom de remplacement à utiliser.
135059	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
135142	3.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135157	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135258	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135274	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135312	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135353	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135412	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135414	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135438	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135442	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135450	6.0		1	cd_nom de remplacement à utiliser.
135464	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135467	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135474	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135475	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135547	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135593	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
135608	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135628	8.0	135629	1	cd_nom de remplacement à utiliser.
135649	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135716	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135718	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135751	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135771	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135778	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135793	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135821	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135828	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135843	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135923	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135963	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
135986	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136007	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136034	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136067	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136082	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136174	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136246	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136259	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136288	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136318	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136336	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136386	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136402	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136426	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136441	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
136444	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136451	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
136478	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136530	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136543	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136545	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136548	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136549	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136593	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136606	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136616	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136619	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136621	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136749	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136864	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
136877	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
137031	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
137035	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
137054	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
137094	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
137141	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
137159	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
137238	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
137251	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
137294	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
137310	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
137356	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
137397	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
137445	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
137695	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
137696	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
137702	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
137795	7.0	619928	1	cd_nom de remplacement à utiliser.
137813	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
137872	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
137899	6.0	154792	1	cd_nom de remplacement à utiliser.
137924	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
137945	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
138025	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
138046	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
138083	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
138160	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
138179	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
138184	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
138224	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
138232	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
138288	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
138309	9.0	616503	1	cd_nom de remplacement à utiliser.
138373	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
138395	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
138430	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
138485	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
138557	4.0	138554	1	cd_nom de remplacement à utiliser.
138615	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
138661	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
138760	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
138886	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
138910	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
138963	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
138973	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
139051	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
139077	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
139079	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
139129	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
139192	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
139307	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
139573	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
139639	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
139657	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
139664	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
139691	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
139823	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
139877	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
139905	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
140107	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
140200	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
140272	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
140307	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
140387	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
140407	9.0	718282	1	cd_nom de remplacement à utiliser.
140434	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
140605	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
140628	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
140651	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
140675	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
140676	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
140717	4.0	140718	1	cd_nom de remplacement à utiliser.
140760	3.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
140828	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
140955	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
140991	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
141004	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
141076	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
141082	4.0	141081	1	cd_nom de remplacement à utiliser.
141091	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
141103	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
141194	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
141294	9.0	611925	1	cd_nom de remplacement à utiliser.
141318	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
141397	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
141436	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
141508	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
141550	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
141615	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
141619	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
141625	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
141653	4.0	141651	1	cd_nom de remplacement à utiliser.
141734	4.0	141733	1	cd_nom de remplacement à utiliser.
141925	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
141942	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
141954	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
142355	4.0	621031	1	cd_nom de remplacement à utiliser.
142423	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
142480	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
142491	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
142504	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
142506	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
142538	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
143121	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
143355	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
143395	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
143429	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
143549	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
143569	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
143647	8.0	143652	1	cd_nom de remplacement à utiliser.
143904	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
144009	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
144014	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
144037	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
144088	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
144090	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
144383	6.0	446631	1	cd_nom de remplacement à utiliser.
144385	5.0	613662	1	cd_nom de remplacement à utiliser.
144507	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
144509	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
144590	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
144691	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
144959	7.0	144961	1	cd_nom de remplacement à utiliser.
145055	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
145297	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
145302	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
145325	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
145329	8.0	718801	1	cd_nom de remplacement à utiliser.
145401	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
145402	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
145497	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
145506	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
145509	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
145512	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
145517	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
145522	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
145525	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
145873	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
145901	8.0	133646	1	cd_nom de remplacement à utiliser.
146039	8.0	613499	1	cd_nom de remplacement à utiliser.
146159	8.0	133889	1	cd_nom de remplacement à utiliser.
146296	7.0	146297	1	cd_nom de remplacement à utiliser.
146319	7.0	613150	1	cd_nom de remplacement à utiliser.
146396	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
146525	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
146537	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
147011	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
147279	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
147653	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
147677	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
147790	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
147867	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
147985	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
147986	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
147987	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
148006	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
148027	5.0	448641	1	cd_nom de remplacement à utiliser.
148080	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
148123	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
148181	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
148184	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
148202	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
148619	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
148792	8.0	148791	1	cd_nom de remplacement à utiliser.
148834	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
148859	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
148868	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
148964	7.0	148967	1	cd_nom de remplacement à utiliser.
149013	9.0	616969	1	cd_nom de remplacement à utiliser.
149109	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
149524	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
149625	7.0	613657	1	cd_nom de remplacement à utiliser.
149660	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
149700	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
149909	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
149918	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
150013	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
150014	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
150283	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
150335	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
150340	6.0	139521	1	cd_nom de remplacement à utiliser.
150419	4.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
